,str0,int1,str2,str3,float4,float5,str6
12439,WebKJQnZqIhAFk,840,MafvNemNTgvEd,USaNIjkxmgvSZdQ,0.5879558805627765,0.42155438532062306,XhiCOwmqbxqRVwkEzCB
12440,JKJmlUBE,670,MsLvia,EHphdUUEClP,0.36262956240994904,0.7322105239287683,NyvVymduYDL
12441,YhRISmSxqhjQtPPsY,740,puKsxWbaZhIgSW,zGhSasswJ,0.30770629686176987,0.562802575846167,WgZkIZvXCFvwtRbOrlRl
12442,tuyXNXXOs,998,AgYYgcERoXCaTFXrWNN,qnmxRwzNuEPEKmUeP,0.3288564612506204,0.7312838191849336,KsHySBJUrqDQsrXy
12443,eDrqseGlEU,483,ctswtSpAgDUaKu,dTftKaEkiJTa,0.9870710065682542,0.12235184934593757,jWvUBgGRkRfoQyvlOcj
12444,BKRGfYcySF,891,wgTnumhEdrPQHPw,rzrWgGaKrrM,0.3806097738867623,0.9501419361887629,CxnFXiNf
12445,dqvzq,26,fNloYmVpfLXVGVbmhv,AWSamBpetUYRUk,0.7791831986502594,0.6186638426076058,gsOvcvMM
12446,iqaaXTjqOgkwa,422,dzVDTYXxWCFstavRed,oLwMbqiCIIkFZzdqi,0.562493768254985,0.9076839255241153,KwLUsLGFvMoSpGA
12447,PMyuHxiFNCTfaL,891,SCyyBn,jsJrmtSqM,0.9650105599967845,0.33842833987196197,RYlWA
12448,kptULvbsMBfPyIZRrKW,530,pYyUFlI,lsIMPEvTbsWqykuwK,0.7382725580167986,0.3591067742917927,EhePpVRNOhimhAqI
12449,LAiVGsRWlN,892,MAQgtFztTcr,KljBirF,0.137439435467674,0.2695496871009916,uDYwEZYyOL
12450,ZDYjIQK,377,YwvQtlbhJLA,wsUTvMXoveabHIPp,0.733114498612437,0.9977567764232587,mAksZtyMyspcpzF
12451,GduVbWp,385,Pcqqzgj,BmSoPJ,0.15274929352645072,0.4362197142991433,UtzCHjPJnIPPsMSOVIT
12452,PeTbaxaRhtyMMkYtiDAY,548,ZllSIQ,WACpt,0.834312025570035,0.23280463897714665,QtWHMzePtihyelaUomN
12453,iCqVumJvG,87,awwjnQOuvNBqch,MBZFgqQXFiZGUuS,0.281288192717973,0.5287965299065499,BzJzRAESZDIOvmvYKB
12454,cSSxFEXdaccxe,222,rnXBFHpOeO,jlakogdo,0.18382986551656888,0.6693488361850329,fqcMDAfLeiFoNuDjeu
12455,zxVpODPvfdzXXxf,125,PBGhjuPEl,HDOuhLHQL,0.7973454226475647,0.44873717579268535,etGUYDP
12456,MNSDzJyWr,17,JueKeMQKg,MaSAZmYbXlAOkW,0.7158119912953209,0.7389479373558127,ixmqFdUZNVvjlsCJWvc
12457,PCOKsglHnuIkDvrIq,991,OZeQpYKElgFlIIZSx,XOnvHHDNGyELlRby,0.8225419713618934,0.6327457880962134,HtPTSboCQHLh
12458,FNwOAUA,870,mpFICvAdemOskHveq,WYRKOuvokfyRsbORckO,0.5182507669737257,0.6512980989524048,CSonAnqRaz
12459,fTKUJwsbPnJLyzXsh,386,IAldWZuCJwmXCPlU,WfLYnVuHxG,0.9405085100495036,0.8984198629345478,ASqNFJcuSccH
12460,ukdZd,309,kZPpJBj,VhFfPM,0.9267105566252515,0.854532766933105,FpgCPHPhV
12461,UYLXKAGFatUtB,507,puvOcCVIgLjKHHFP,SXjRayHvzFzNil,0.34597640841207156,0.6678388106691515,YyQisCROKpCXyodu
12462,ezkOEwcRcFFyDrummJim,718,YOViVneB,PElUJzhuqEBJVHQBfC,0.6197261002889899,0.605573346851643,YYCmLMKu
12463,jmUqgy,611,GGGwIZ,zuwjYReISwmYUWDXY,0.9557757299876678,0.6637493846834194,BWqjPVSTHRRMwmH
12464,aTQCijrjWmosEhI,17,UqEpxMoWCOeSHFcmP,OTUghXygiZR,0.4323283420416001,0.4320264459688451,aWgcbQCPDmGP
12465,JgQaHPmxSkoa,571,zGfDVESjb,lhQsASpuLeyVnAAVEsR,0.47857148824062445,0.25123888703051256,JemCqJmKRLqslwhGGv
12466,JLEbhFKLi,657,IKbqDXLkSuxlTFbmB,AbBTUgsqGdGKzVZj,0.403623543534691,0.801634686240248,TXjWGdsnqYtveKkIfX
12467,PFpiFowgzqWJKsqj,651,nAxsEKOddYv,mkQkdKeAYnVXPqbJFh,0.6385634912319728,0.9042907953755015,BUBksWjxdtq
12468,VSmdRMBz,964,gkvGAyoxIa,OfXetm,0.9736094989263654,0.9327279355626693,tgKGI
12469,vboLDnHPin,207,mMFFsI,bBDxPVCf,0.7701743625663778,0.7639713257356432,gUgPNtIcR
12470,xYTZICZdgwu,180,FYUQnZLpKsTxBqKyt,TGFilHEglhOXyy,0.7084018714717806,0.6047430045021003,oUghTTIPpocPmRuS
12471,NfyLRNcervpgcHQ,579,WklfylGAMuzRJ,ZpVNPTmNQPalrGa,0.40024065278801113,0.41937433496771404,XipXlNpRkkBWIpzbxRK
12472,vXbALx,451,SyfIwLoOcnzin,XajIhPCHSDELRqarbJq,0.018902250098593032,0.6034208459961513,EgFZVcsSXx
12473,DTyAR,257,RvVcVPcKmy,jsmvMXm,0.5745502606781745,0.20709216288473264,atpnwYkptMFeGobursa
12474,ibAahmgzdHNp,393,FJPJwHGpbnMkKyI,sgLlJbF,0.7991569829717622,0.9699062279630143,RHlkxdRRADWUYBPkz
12475,VhUDaayWCdeINt,270,jLjcjwwLseOYmw,lqwHmPvkO,0.7977410789761334,0.4718884648342523,IFNdSdyWcDjFvGNR
12476,bOOpSfFU,596,CPbhBUdcSMSc,dtAakxokNb,0.7019655939760359,0.4267316745846894,hvcBobK
12477,wfNJgSziIj,940,ZctiYefHOAYlPgKqEixA,PoSaGLTorRQHe,0.7755853702610992,0.8024146927787785,rxvPpzDgyIYk
12478,TwourAWPhD,776,gdMZFgB,GHXuS,0.846741332350723,0.0981984325725993,wGJdF
12479,EyBylPTyG,313,UxOFYQroqsrAIoMWtLeH,lMPeYYLzVWPGSvM,0.9623611616528408,0.28910559140276837,sCmvwMxDBgw
12480,ZhiXrpjuFBWDf,219,AsbGnwHcPSKBrTtJBU,bdHDMjkrabRxj,0.87209261144002,0.6146167868022518,RxnSZkQFvWLBcRiG
12481,sJVXdJIdJH,433,xIiAk,ItrZfz,0.045915776013125686,0.9414740585340665,QfXjxHDID
12482,PgZQBSTGMBWEET,49,LELoQQPmeuJ,pVYlTtJFaIVYsWb,0.36445595117969476,0.4831418303852907,OHsEHjTQJBiafgQsv
12483,VCJGJjaCEkqMtZSL,158,SHktWwlgxRS,oZdcOyJ,0.5852724107843389,0.9401491400081406,yKXqjTzWsAP
12484,iKSXIDEzsEp,211,gXnIKCvuYLHAgfgIj,EVtGQMEcX,0.9293561783357925,0.644703214161835,krpwxUlnWowlzwfyA
12485,EHGztrKgZYIqRea,191,hneRv,apQAzBNphvFFQcvIbgU,0.4043238868894643,0.452109855778262,ZTcjtt
12486,lzrDZHAqwvNVyNaaBgC,209,vWCuFHSL,BtFZAbmEgDWCWAaAkZoB,0.09484147221621353,0.7243874023337544,ujYuXSQEbaCV
12487,zzuGxsUbY,556,tJwuOZEREqNgsd,VGQsQTufjuRxi,0.17132561976387195,0.9831222857910249,xbIuvjFDkfICqyXaTksP
12488,IoFSgXgJxQNA,293,ktwznDdRYRsgpTWm,cRheRRnrFA,0.203478604884474,0.5211067033185816,eWXDArYlZLyQ
12489,EVCXFoqCSDiJIGmELY,439,mGRoiMEm,VzqSKSWsQUOVgm,0.6452450681078551,0.554206945749259,ouOWjVmnarQI
12490,YGZqsFsTpIWXufVzG,39,jUwouNpM,gPDIW,0.9158012296713002,0.3132050735363878,PKbPIBAViXdnyHskYM
12491,nWdUDGqZx,52,ImYfdUI,vQFzHctvGdPtRRSA,0.6761499097707241,0.5596503200408612,eRDwAkA
12492,aNquFHbDwLqkwzMypAB,196,QNQXnHlA,IbAMlOkBm,0.4228051503665943,0.012916497175423203,ummQOnmdqVroizNr
12493,NRGkLTaYwhUT,210,OQUrkEl,hCorooyPWrtd,0.2769125725587517,0.8208992431364043,mMlrkfoEbs
12494,jXkEs,288,lfdwwxEcQHWWAylMNWq,ojxoz,0.9018479818929425,0.5231210970071745,AKfjlRjFjMfMGHa
12495,wCkjGPrTotFfse,492,jqLiHihsxKapoxUZS,KbOdItRHjpanoDic,0.6494119374561718,0.5548912610937857,aFWngvApGVQxeDWSk
12496,bpJKQ,397,XnbaXkhBgVqEbMFQ,MITzYcoNoV,0.27199697245064103,0.42150242270584704,pmocTdLJ
12497,SJGVXrBPJgxnzWAI,192,BarXvWcQbGaSFpORqtpW,tbpvweuJF,0.40387406259005865,0.3961909744404746,HrTosBSBXP
12498,lXxsZUyVqOTRtkHp,10,GHhwMnvcpMCyVg,svVCo,0.5610365582032627,0.26470393324067765,BexoxEQYSN
12499,hMQzsifGgnROFZHr,20,mgWKtQsZBubodxnzC,cdtlvlQrpOvBiVHx,0.6122220500623734,0.6074577921820336,xIjuxgjwstuGnQjUV
12500,hYOXgYRHYZgTwcZFN,997,qvVVxCJho,UHyvfSXH,0.8674236342001304,0.7430287248978644,UDDpToFXPutFtRpNi
12501,XbwPUGAWSgujerz,616,BQfayhlHbKeJGeR,cIcBNUOE,0.5379606830603768,0.7814903824876236,OUFjQf
12502,zKfRyFWkZptIUjwJ,916,sPayFefvY,wPDzLGTuaILf,0.5209493166331841,0.7269970330315167,mCNmiwWytwwb
12503,HlmDgAoBofxQtn,227,UmWYDYIwadcdDuS,finEpIQgHhxEZErcdrR,0.9768084567884813,0.7473701005928544,CydbVNeFTrnhsuqy
12504,hEwwHaytub,313,hAGMprPeuqevYeJeuL,xvzplNzv,0.5360638902312058,0.54517714169221,lcNHnanEIlsZJRSnqls
12505,PyBitehiDBRV,51,qTEfMHCFFSJuxM,JPRgtu,0.9163070558550359,0.8170351268954492,CgpMVP
12506,NaTDC,256,ClgFnE,dfONTipbNUQG,0.6427318034709493,0.9511072216656994,enWvYoJmtBaRHW
12507,XFBmJLGJlxndStrlQK,220,gdxKfTgaHYabGj,RQnTUHnIFluMOXZR,0.04772192019456212,0.4647360499862381,WBCMlsXZffpPKqT
12508,ylFwGAUz,652,QtjHeWdPwZRvfik,HlcMqtWxrXfngUe,0.30985222125882006,0.18456825207793193,qJpImnRz
12509,mnxObYjQJkRrz,297,OwIyBtcXKibB,WvmhEm,0.46104212205499917,0.10117598217304768,kEhijKMIoIpcroHxjY
12510,xKSIsjGbAfdIIRgDJbgz,310,FGlocHBEH,MEGWrkWkEaM,0.8075388523358763,0.6635876199026834,ATnrDNNgsgu
12511,vIBXsimkTz,660,AkPAeTB,tcJuqPFIjE,0.9186513773997637,0.17130811570089466,uXxlGP
12512,hvgQoay,775,BDReyeioOIder,wXuWWzkziaxur,0.4949466413930127,0.658128718235427,ZvUvSvFqhqqlYk
12513,zrWvzBjPB,102,KboayOtK,hmfQhYXHcdMf,0.9636483615449988,0.9486287437376808,wIxkfFyWxQ
12514,PcTcENnWxwTRbA,840,LswAaXXEObGg,eWGVVVshpvTNaJIbspI,0.5950086720414292,0.610275588767943,UjswYCcaCPATLjju
12515,ecaZwiNm,883,hwwnSfvkrXyntFWLD,vKZTzEhxeeDa,0.718243346858086,0.762873219551004,TWSgqs
12516,sIShPbrvsFc,515,GAKCAHZ,osbEKoXCAmFoZsmsRzM,0.4505769013523766,0.32648607323342327,uveVvsSPZKBqIw
12517,TBtwQooemUGYqYf,488,AeCJhSSOquGQjUPxIsc,FqFGPJixgliQCivvmH,0.5342066080014676,0.6979606698519187,yIwJvVYhtuq
12518,qLUTyeyiAYOMNNq,570,yGkDOoQCyoAPwTAQMac,JSYLcP,0.0720067570102283,0.9864094737304978,McCCmS
12519,JkHVrtszdmcSTEX,614,sEEMgMdcD,kscacnOvHjpOdWRqm,0.8535826776886367,0.3901486863507636,OpZYtYTUeWsHCQfe
12520,akrqhoItYXHe,503,fczwvJMkKc,iXSgNSdItRd,0.46079398301569596,0.37191216695852114,OtIkpMMufCNExXd
12521,saNln,887,DjglRJg,ZuIGZNnqKetppGdLJnIx,0.6906775872362573,0.4878131613050809,MPYGmNvSJsn
12522,adVWVayEalmVRdKqx,658,PNmUfe,CLwUqswbphN,0.45241019317237485,0.15815711206653427,TefUXfdccKMbMlovxEy
12523,iYuEzEEFUQUsWfthHI,965,OkoZOrSVRtvPSCgyB,zIcnfXsWFT,0.6103068900365687,0.7461923124270864,BFdulQtHrlaU
12524,sdwdDciGPMJviHm,153,TXvLcNJeZSorpIQ,PTuaciZMTrdDe,0.4086616743552307,0.6470351666124688,LZRvQqmivsbYEPYA
12525,LdLMMITLE,266,oGBoHDIljWU,aNyfiubLSuoPGJxemb,0.6728018074608737,0.5015742127415488,uueAiEXhok
12526,wrkLOKOFDyGBI,444,iHsSCl,TAYxoAoXC,0.8490708410043128,0.5026628433431658,FnvoezUFTiFZ
12527,FppCwLA,11,gwWmYMEHtNeeDQ,fymQFlaLN,0.024722560487208556,0.44457468829959046,EDOiszKftpMUrDjqky
12528,xVUPYpASmphnwmQ,599,XaMHxko,HMkeGqjlGCTg,0.9476971080186962,0.5526691110584576,ZJaevWKPie
12529,yXvFmiXBEB,806,cfPCaEUGXIytt,RiFbkBI,0.7705151827131965,0.6860793376179067,olvhpCPRNoAUcCurw
12530,OHuzYpvVbjNAsVOco,485,jSXTsAvrmDDifGH,wXkHfs,0.49135836254935417,0.10946201630532093,zHhwoHVrQKuGeShygeT
12531,ANWEuUCZSyRTNrlPif,897,YIxxJLULGwqLqZ,KMDLqXzBOKqwWFvTuTtZ,0.4260129041581282,0.3894037312107457,PNyOgkwG
12532,OZwkhzxJbH,424,fpwFIlJDeUVhLV,seDwWBoo,0.3989551169938099,0.34147643021865326,xNoGyROiLfVSYM
12533,vySnhXZ,93,xfLNyXNmObbBwGHQE,todyxdMinoECLKr,0.3231611788952604,0.3161664518817008,USBNsccaWCyTPoq
12534,osehbEU,223,RzJtkgjk,NfSoLoTvMQfGMkfF,0.9591698111497491,0.09995867438405703,AQnIF
12535,mkKxZhhzGVsY,410,SqMmnDuRpKWwpUnrqmJ,YgRvAFvdSTHtekXUF,0.9385970217110898,0.8223319917176123,dBsVTKxBbJvqIiyruZ
12536,yusXWY,351,eHuwn,QUUhPrneFcfqvdpDVNs,0.6786272571455646,0.587766813388255,YbYARnRH
12537,NBdPOqfiEtcYFqlmU,788,lGkKBIdBWnLfcuN,iCPXWmdvOyTekHRM,0.6734638644546022,0.5192628528763599,cpXSZOdAvp
12538,izCgN,406,CsliGMHNfWfXjJdV,DGibesZ,0.6333270827821589,0.9776964802557434,DJSXTnR
12539,qQcyHFCvXiaXMTH,182,gSmHW,NkyMQZfrF,0.8252205151085065,0.7073960083524562,LyNQjEn
12540,PmanXdl,930,hmOFShoaoEjsbklo,vYMxABGVKtCgoalsqY,0.6464111858589767,0.3065508550193501,JAsFBCIrwvnJggWq
12541,kYrSc,255,zxMfAORLUUFUK,JPtyjyHDKVQOgVu,0.5377678731725856,0.35344956419697404,wLMtMX
12542,gSWDvrHof,987,VkaRCVYyU,MumlIx,0.8975681967739859,0.7772433465630542,vhDluwr
12543,zfCDHxpqPdFPhr,125,ERScwbvmaOkKtBXz,xUsUzLfnBkTYgawEpPnL,0.0754610031719325,0.6728293118619267,kynsIirpxjGK
12544,xuUrfBDQSDo,775,xmpUweWlFdBdwRmahrX,riqpt,0.8551442376886671,0.34398414527501464,TbiEPsVdiWHXHVrFQ
12545,iUQmOOJfsFonqJ,368,SaWkjGtkTfUzuCY,INWlxD,0.6988818613840987,0.7902200251432572,HHKkB
12546,WsTUdAdqzI,731,vCnQEUORVYylNLavdI,EiAtMZWfvdglG,0.8672562444276682,0.15353502251254347,HmPoWbnOUY
12547,XgSkUyTlrlI,600,pJvasDRQvEqjpgXD,YwzZJXjzzBVWyy,0.7371415180516974,0.548631648430458,faZLrGPeyHhRfirA
12548,fensLIVfDtLFLjQuGUc,926,GqIiQqpPbkHfLVIFqq,BUIcUHbDUq,0.1841953831662514,0.8499840731745965,XUAuA
12549,FfcZRq,322,pFFGA,uERHdG,0.6824309683823012,0.44232170951376104,LbdSwNLooUSf
12550,KznJOZYkEQUO,914,YkIjdGGViKftxccFa,tKMpYJmhfqbpP,0.018134637350159855,0.8865061690045765,LiIMAgnKdRxYyImMvF
12551,zqaRoHRztRbRPJav,109,ZToDFhABM,dNsXepL,0.023691909727964422,0.22358642121556738,PVWjc
12552,vqBGGwesTASycEMbbrIF,806,RkorzHYVgskxps,yRXyvvGcgygrVB,0.5711326203921925,0.13464421788789127,Qvptez
12553,OCswLBCtXPJB,188,foVCATUueEopX,tRKFCaOmQftpRhBWUVJz,0.10864684456525175,0.8024708545210956,TYdqV
12554,tXDFWYyeMjx,454,baUvWrVCETmfniau,HClUDhlvwf,0.16023087213040077,0.7770463715493603,CtrrljdchC
12555,qQFhxm,255,SBurClUINJMY,yCdqAwooTqUvgnF,0.3850926627540875,0.6441794427339181,NgElomzdRyrKkppu
12556,RXGNEkRKtQUFP,932,zXMhLJOthloHrNqnHRq,SzsnQYVYRfSkVOgy,0.733210044136317,0.35916952344729725,KmwssodcrZQX
12557,hfnSKOsTRmrIRdP,270,GDMRCcrXhareFURYf,aeHhetQkExql,0.3743481392385122,0.8318977143175366,fqSxkYyRfVWoBpzceSon
12558,zonNuktRpUIshZCAnlwj,146,tuStdfeAn,tzJMLrF,0.2577976359635259,0.6680225951538549,VnadolVifLIFhOUOW
12559,CAqbgTPoGt,607,NzNBbAJNKsOumMoYvN,aWrgaVzxT,0.43107093058740875,0.9398456010015591,PmsOMGOkWKchXnSyPk
12560,fblSivkmpVUC,598,xDdpCFBAMKLCpeDWQBgb,fNcomBrdErhHsrjgCyAF,0.80563728153858,0.09980125530827422,USEOlZCoOvOZAM
12561,aamFjepOjiXQq,155,oyWuLxAKigTpuWPtzc,tAJyXN,0.23430540802247724,0.5965482137879387,eEwXWjtNXUXBzd
12562,LMMfJqpKY,240,aLDdJdRmHwPXbu,EYPfaerhwJ,0.5901843104610949,0.17923922985539487,JeJzhiqnaVNLBJZpvFC
12563,pszmNuwGZjLZbsdYeqr,467,fiJRKIBB,FUNiAsGwu,0.40521338216390324,0.868002706617203,TwdHqIkJrQDgrxsSpDnr
12564,JaohMBl,806,OalyuIlmopOwCbF,QlVxxvBBAvkFXvhtZ,0.7549950725350206,0.7782215314211351,QpQmkHNRHHRMdVGaIuL
12565,YuMfZlOT,844,ivGEKvNGfFUuDiDc,wTcUsrngfehFq,0.35085195065501573,0.9804188395779287,oOwXAFWvWUeqdVqDwzi
12566,fnloxnUcqEHkwUwu,147,CBEZZXoNUFiLotW,JVtQISUOzAYgAN,0.3439997160522553,0.5756103594376247,GMoaKEaCLwBziSX
12567,XEcynssTBsMgXa,832,itiPnNqy,YYzJcTp,0.8394235007214914,0.3318812328319932,XDoHl
12568,oTgzcFAVHzVCgVqv,772,HzFWYqHReUhDnZOL,txyanDR,0.18805116129235255,0.5922340780262658,oaQdmDnOcNGOxU
12569,ICPEcAFRO,119,uPShCKGwjwRwbnG,PBhqlKpECoALYBNSoZu,0.41942290733244836,0.8110490959878476,zkhxCFe
12570,sMeaBcklAToeUfFEz,432,vkENrb,YnOfLdjfwqbkZjHWvH,0.40229260627590113,0.16547492511433226,OlluEDoi
12571,qdFZsJkvPTGKWJ,302,PiKGlGswevfZzDaV,btLVJ,0.473669731342667,0.9974309108278221,nXRfievuEPhaA
12572,brhmZKTsXJ,447,FsLbfQlzMK,zXzHxjLWZrMbhVGXj,0.16323421768308677,0.5118075521254039,BImbqhIT
12573,XjDtg,498,qutNoEUbpAcgB,pAhrYeUrZmsOHUw,0.5001746798373544,0.7753585820868031,xvMHfgpECLidz
12574,onbgiAqslSHEv,159,YZZDerL,eDVohQybAwWgnnzkCG,0.2390611058247526,0.08004100920253587,IoffTFZ
12575,piZYQttYHHgeQPIJk,364,wsLTHazRxV,fxXGsqUPECBmNL,0.7600961487256638,0.3361685973338804,BvYidmhYUc
12576,jpgBqsgXxD,296,SInqHlDbiD,nmHOKrp,0.5846690284346655,0.8485582052306209,cXvHIfWFqDtlWsi
12577,cAWQTBcTh,771,KsFgcbvyMDDnGdb,XAiczceztgn,0.7713227621190794,0.1665720294902574,NBECRATWp
12578,IVQXxXSxvCPqekip,271,igzKqjPPOZvhMoqpEi,idZVAIIVehPdBM,0.8096588433604072,0.07856204831767566,nxyxiS
12579,SlhZZrRxoZfAxkWqmm,10,udMHiwYaJfuEwxHKOav,kmGRKdTzlDgdelBvY,0.2442442458178008,0.5925470966834346,PulXbFbgrXckffSq
12580,WkvBCIBVSofuw,159,rpUWUFnwD,oepSUwYAFRWfveJhzhgt,0.5009386530081206,0.3406533279796288,JJPmuMXxprcXyPRv
12581,OwXEhbgPdV,237,WIHmLgBky,kGrqxS,0.5090227332419218,0.4296069245321056,pkqPpYvLQeJCltZfvIYe
12582,SqCNzmbBUJkGw,129,jQfIJYv,qGTvlEHdUYbbAev,0.05759381695350241,0.6702216901504199,XrFiWrHQmIkE
12583,SrXvYWaSKRThUt,670,xHQnuKUS,COJvkGidEWMHo,0.6197353550431092,0.507982427613312,fgseXEbKpuXozvxMVkW
12584,qRuSyQ,658,ujxuVlHKEQcGFRlbPXw,nueIHYU,0.45255602160110153,0.9256328015756774,fhyez
12585,nDsyCkHFyXwl,982,GOxEdIstlUjPMcOLPZz,vswvOoQ,0.35470120836049945,0.35921715644981034,MrmUzTOUYQFXqVnIs
12586,CeKMboeCTc,912,rJHJadiCG,EJKBBpSjuOyFPX,0.7137731057370018,0.04385773586327535,DVugMCzY
12587,KmMKhHGufKk,662,URiSX,JYGEFcbNhpYdALXqXHf,0.8041893649633735,0.22928072255428755,DbTNlgmeDQk
12588,xecMzmiKqFtn,15,eQTxrETPjiDHMOIwYgF,EVFxBPsobSyivkK,0.7852500885668153,0.24650095365279034,MBFnZlvCnF
12589,VcpqizK,357,boPUlXRJElzQKQ,oerWbkvXfZHioNtS,0.3743092329099976,0.7828541283657968,iWcRZTWGynktFCdeaW
12590,fRYucChmMoYOYL,869,dNiJxZr,hIecwTzTSBX,0.1311713131373481,0.7038436712705702,PxvYyTOtY
12591,YmjPyCSjKlsPYW,122,bCXHmgXVwAy,wkccbdVmKxm,0.8876167206127346,0.16168668957170385,ZNKdcePMzem
12592,DZjhDdTRaRcUsCMxv,940,tGqnbYFliee,iKHGYNVMEYpzD,0.5149316246961689,0.8923907577808228,szuFLrGHXeo
12593,lotBzdY,924,JigMLRYfDShlkKTA,ilXKwv,0.9720100127636268,0.4031876669238096,bgorgaeXmU
12594,MmeLgmWoiS,438,KoUavaOnSUCmWChSte,uBhznhXKNiiSOYD,0.4668913179361128,0.002339266680578045,mVylvaroldnDsYUxGxlh
12595,rXNAZ,569,nWRNwPOcRimelGQ,gFbRxEXCsrLleEH,0.004110974843422821,0.9607932856633569,JfQVEcFFMsmakREx
12596,qSjfpQCUjIwwoconpWK,684,KLVQPosFwOsDvMR,rdeUUGjFDzXtvpPM,0.07437440617405344,0.42929400102202886,rzHLTxihMhWnIsx
12597,XtxdZMJhmqyXdESRSFw,546,mKZuLkXpBzIiiSVQbtmj,kiPPivaalOhSwgN,0.4329719223461628,0.882238511207788,QNNRppfret
12598,dgHRNMEJjhiQYszefM,941,BydUQliTyaP,AjTZTjXELt,0.6938263603876084,0.28335576408952645,tecfZYlHXeutWWwb
12599,wdzHXAwNIAJf,646,incRJ,XLGYYwhcchJ,0.48456714006705637,0.030351242068203388,WObydoqEvfVUqbiTeS
12600,gxNEJoloiO,364,FhIeOHt,ofzShVCQHVgOQM,0.4701294735899403,0.8338265533167956,UwGKC
12601,oBLbiIDrFOrXSNc,56,kXDVhMjyFzXzKPDsIGGX,DmXcGiK,0.18280121929908566,0.1593105323570525,guAHjlZzcnHYDDpfG
12602,jOjeNRmLb,42,QWFecvnA,dhaspHePwbKzL,0.21875262318501087,0.3643148185516869,GtCcScaBKpXmCNfDqPL
12603,xxeFztKAoUqD,195,ZqvMyvaJspVSREOUKgQC,HAcVGpHPJBzznfXUgQ,0.5361767687044822,0.12948086880062526,qWQpeWAneaVBQxkp
12604,IfbVYvk,157,FolmLwP,PeAITIPAbyiOCQNdb,0.6969615641742338,0.5635076223695547,UsNPWZvOP
12605,zrddvLIsIOEB,351,pcwazuELFr,glevytcfQjQhinRJrZV,0.8461081912519798,0.9099925963513171,qfzidhiGABV
12606,ElazgU,290,EyibMwoFZZObUoHXku,RZnJN,0.8914426165219554,0.4246372910412174,UuXVMsg
12607,gPGyyQwDnUDjQxuaWOM,135,slteJpA,BvXzrDDE,0.7377212925879483,0.8714841629720674,CsXogGn
12608,hkqJcigOpEJVmuIbuT,120,jBNsIs,rVsQjvQWjW,0.4295957764601297,0.950207858438184,EErkaoeLTzJJFMWTgHl
12609,akduItbCtYfrKIYm,848,hXCnyqm,toeWXSFvvqHxSYomx,0.9764075884150362,0.6746041680586288,OMbQVWRfXCWuXTmM
12610,RwdKUH,676,YgdMV,gYHLnxCiHh,0.558379747278815,0.3579444340999137,RdpELBErLrtUFSHERRYN
12611,sFPmEaNV,216,AWkJumtMqKGAysqd,JRruLbmosmKrAnkEB,0.37548744590797156,0.3819018866423116,MepvhIvkO
12612,hlmeDRnXTCmNqHt,756,Sxlmaie,ZJQwyfSSqmiPY,0.04857676971267022,0.09980471110472855,ORteRuOZitSwQ
12613,IgwWniSCZ,282,MAsTrIRWlEpFROQadeFv,dSXhd,0.3930261371901437,0.8457538108480257,PPsIKxxLfGYSAWOMQ
12614,RtIzIdmANa,979,lCIkalSSmSs,qKLQuIt,0.002184773271750373,0.10084554631724296,hgYzMHAgOzHl
12615,uqAxoewOQRUKLvdON,449,fYaMjtrIWNcqBKuxTw,QUJvl,0.4428914776460833,0.8020101768738853,frCMVpwM
12616,wDkIJlfg,360,bQIZqWdKstzg,PjudnMFRsfUIldeYyC,0.8200789298462599,0.7725425956472064,toMaAxTnux
12617,WUTaYtNWYMSDXuhZ,795,QykRexGbScG,NokYIHtek,0.09753203827003498,0.5938226480944704,CbDRqAZLcfLRrdFx
12618,ftFZbQvfybzPUjOF,280,RUCdqBGMTMUXtWBQxla,EaWaZbBngpQS,0.5167933495467967,0.8219741827920783,UrtPOP
12619,bQLssp,521,NGELNgtvbmyNkRzZtfS,rmoIM,0.6092315010585526,0.5329860065865224,pJfAPxefB
12620,fjFZsoK,169,vLsjkXp,ScPOgHgCW,0.551732253427881,0.13169198018518125,bvVExhBTWyrof
12621,cacnSBnoXFpKfccUgg,699,vNstBQcLIrDWPzm,EnFIaPkpGl,0.3861614790847645,0.1621152956564711,TuXSEENOFxNJX
12622,iqrfEuoZMDCRphZrowZ,83,XmSZuqgWQlB,cSaCdkL,0.746210577121101,0.610739106971551,KmTgqqsf
12623,CoOcfokqvKtm,805,BlEVZuzopQm,WVBahAalbyVQLlXqGv,0.7332621769045302,0.5817896859527805,YaEiNbkTYI
12624,oRMxAAezdb,245,GXQhqk,gKRKLJ,0.9415738593315945,0.20577431670033886,hPAZhhb
12625,siToHDfIRmhLzwmeQ,857,efBjhEtZKBKeRt,muVWttxchVDJ,0.3462547745079966,0.1601074897210748,OoFmbhdLPfPGqhk
12626,KlNtEgcpZEFg,401,ThCgqRYRG,GvzWWsIQVvQSwgHAe,0.2099651848217392,0.26008702632727265,hCrqdQngKIQ
12627,UVsKKeHxNTellWwSgUd,414,BkRKOPYrrNz,paoQvSj,0.8185175685959203,0.12922056169767604,ISuYMZXkckuSmnSbLz
12628,RzmQWGBAMHyDFGvMx,238,JlUNMpRXJjYVYBNTMC,gMniIxLzGF,0.2977482795192533,0.5980328187420899,bNrpuYBboczNskDP
